text1,text2,prefix,sub10,lcs,inverted,heap,label
two children hug one another ,one child is giving another child a hug ,0,0,9,3,13,1
two children hug one another ,the children are brushing their teeth ,1,0,10,1,8,0
a man in a hat and black jacket reads a newspaper,a man is reading a book ,7,0,7,4,5,0
a man in a hat and black jacket reads a newspaper,a man is reading a newspaper ,7,0,12,5,13,1
a man in a dark jacket and a hat reading a paper while leaning ,a man is reading a paper ,7,0,17,7,15,1
a man in a dark jacket and a hat reading a paper while leaning ,a man is reading a newspaper on a train ,7,0,11,6,11,0
a man with a hat leaning against a post reading a newspaper ,a man is reading a newspaper outside ,6,0,21,7,19,1
a man with a hat leaning against a post reading a newspaper ,a woman is reading a magazine ,2,0,11,5,9,0
a nicely dressed man reading the newspaper in front of an older building ,woman reading a book outdoors ,0,0,12,2,8,0
a nicely dressed man reading the newspaper in front of an older building ,man in professional attire reading a newspaper outside ,0,0,11,5,19,1
a guy leaning on a structure in front of a building reading something ,a person reading in front of a building,2,0,23,8,20,1
a guy leaning on a structure in front of a building reading something ,a blind man sits in front of a building,2,0,23,7,15,0
three children on skates in an arena two girls and one boy  boy is wearing orange wheeled skates ,the children are at home watching television ,2,0,11,1,8,0
three children on skates in an arena two girls and one boy  boy is wearing orange wheeled skates ,the children have something on their feet ,2,0,11,2,10,1
little boy skating in roller rink  two little girls in background ,a boy is skating with other people around him ,0,0,9,2,10,1
little boy skating in roller rink  two little girls in background ,a girl is playing at a park by herself ,0,0,5,0,0,0
three children are skating on a rollerskating rink ,the men are doing yoga,2,0,7,1,3,0
three children are skating on a rollerskating rink ,three kids are ice skating,6,0,9,3,15,1
three young people skating in a skating rink,the three people are skating together ,2,0,10,4,20,1
three young people skating in a skating rink,the three people are throwing the baseball around ,2,0,8,2,11,0
two girls and a boy rollerskating ,some kids are rollerskating ,0,0,15,1,13,1
two girls and a boy rollerskating ,some kids are playing basketball ,0,0,4,0,0,0
a toddler swings back very high ,a toddler swings high,17,1,17,4,17,1
a toddler swings back very high ,a toddler plays on a slide,10,1,10,2,8,0
a man wearing a blue coat and red scarf cocks back his arm while holding a stick on the beach ,a man in a coat,6,0,6,5,8,1
a man wearing a blue coat and red scarf cocks back his arm while holding a stick on the beach ,the man is wearing a sweatshirt,0,0,11,6,13,0
a man with a scarf throws a stick javelin style on an abandoned beach ,the man threw a stick ,0,0,9,5,9,1
a man with a scarf throws a stick javelin style on an abandoned beach ,the man is dancing in the moonlight with his daughter ,0,0,6,2,7,0
a man gets ready to throw a bamboo stick like a javelin ,a man is holding a stick ,6,0,7,5,9,1
a man gets ready to throw a bamboo stick like a javelin ,a man works on transforming his bamboo stick into a fishing pole ,6,0,14,6,14,0
a man with a red scarf is throwing a long stick ,a man in a scark throws a stick ,6,0,7,5,9,1
a man with a red scarf is throwing a long stick ,a man ate a stick ,6,0,7,5,9,0
a man gets ready to throw a stick at the beach ,a man gets ready to throw a stick ,34,1,34,8,15,1
a man gets ready to throw a stick at the beach ,a man is sitting still at the beach ,6,0,14,6,11,0
two young men compete in an informal basketball game ,there is a  v  going on between friends,1,0,3,0,0,1
two young men compete in an informal basketball game ,people don t play sports,0,0,2,0,0,0
a young boy and girl hug and smile ,young couple hugging,0,0,6,1,5,1
a young boy and girl hug and smile ,youth playing,0,0,3,0,0,0
a woman with heavy makeup is standing next to a red light sign ,a woman with heavy makeup is standing ,38,1,38,8,19,1
a woman with heavy makeup is standing next to a red light sign ,a man with heavy makeup is standing ,2,0,34,7,19,0
an older man is sitting in a lawn chair with a newspaper in his hand and selling paint cans  lawn chairs  and other items ,an older woman is selling newspapers ,9,0,10,4,14,0
an older man is sitting in a lawn chair with a newspaper in his hand and selling paint cans  lawn chairs  and other items ,an old man has a newspaper ,6,0,13,5,14,1
a man standing on a boat is pulling rope out of the ocean ,the man is standing ,0,0,10,4,14,1
a man standing on a boat is pulling rope out of the ocean ,the man is drinking a beer in a pub ,0,0,5,5,8,0
four musicians play their instruments on the street while a young man on a bike stands by to listen ,four musicians play for a man,20,1,20,6,17,1
four musicians play their instruments on the street while a young man on a bike stands by to listen ,there are multiple people present ,0,0,3,0,0,1
four musicians play their instruments on the street while a young man on a bike stands by to listen ,a kid in a car goes through a drive thru,0,0,4,2,2,0
four musicians play their instruments on the street while a young man on a bike stands by to listen ,a group of people play music outside ,0,0,6,3,6,1
four musicians play their instruments on the street while a young man on a bike stands by to listen ,there is no one listening to the musicians ,0,0,11,3,14,0
four musicians play their instruments on the street while a young man on a bike stands by to listen ,the young man is riding his bike down the street ,0,0,13,5,15,0
four musicians play their instruments on the street while a young man on a bike stands by to listen ,musicians are playing at an indoor concert ,0,0,10,1,9,0
four musicians play their instruments on the street while a young man on a bike stands by to listen ,a big band perfomance on a ship plays to a crowd of women ,0,0,6,5,6,0
four musicians play their instruments on the street while a young man on a bike stands by to listen ,a man with a bike watched musicians playing ,0,0,15,5,16,1
four musicians play their instruments on the street while a young man on a bike stands by to listen ,a man listens to four musicians playing on the street ,0,0,19,10,19,1
four musicians playing reed instruments with one playing a clarinet and three playing saxophones  being watched by a young child on a bicycle ,some musicians sleep,0,0,11,1,9,0
four musicians playing reed instruments with one playing a clarinet and three playing saxophones  being watched by a young child on a bicycle ,four musicians are playing instruments,15,1,15,6,27,1
some young adults are playing saxophones and clarinets outdoors ,some young people were playing musical instruments outside ,11,1,11,3,16,1
some young adults are playing saxophones and clarinets outdoors ,the drummer hammered away at his kit in the garage ,0,0,2,0,0,0
a street band consisting of three saxophonists and a clarinetist playing on the street ,the street band is playing outside ,0,0,13,5,19,1
a street band consisting of three saxophonists and a clarinetist playing on the street ,the street band is inside a cafe for a show ,0,0,13,6,16,0
three taxis have been pulled over ,three taxis are on the street ,12,1,12,2,10,1
three taxis have been pulled over ,three motorcycles were pulled over ,6,0,13,3,15,0
line of taxis waiting for passengers ,trucks are driving down a highway ,0,0,4,0,0,0
line of taxis waiting for passengers ,taxis are waiting ,0,0,9,2,12,1
many cabs lining up at a station close to an elevator ,many buses are parked at a station ,5,0,14,4,13,0
many cabs lining up at a station close to an elevator ,taxis line up at a station ,0,0,17,4,11,1
three parked taxis with two parked police cars behind them ,the police cars are in front of the taxis ,2,0,13,3,15,1
three parked taxis with two parked police cars behind them ,the taxis are being towed away ,2,0,7,1,5,0
two soccer players battle for the ball during an intense match ,two players battle over a turkey in an intense match ,4,0,18,6,20,0
two soccer players battle for the ball during an intense match ,there are players on the soccer field ,1,0,9,3,16,1
two soccer opponents run and fight for the soocerball on a grassy field ,two teams are playing soccer on a grass field ,4,0,11,5,14,1
two soccer opponents run and fight for the soocerball on a grassy field ,two hockey opponents run and fight for the puck on ice ,4,0,33,8,17,0
two young men on opposing soccer teams are competing to get the ball on a soccer field ,two young men are playing baseball ,14,1,14,4,11,0
two young men on opposing soccer teams are competing to get the ball on a soccer field ,two young men are playing soccer ,14,1,14,6,17,1
an old man wearing a black jacket is looking on the table,a man in a black jacket is near a table ,1,0,19,6,16,1
an old man wearing a black jacket is looking on the table,a young girl in a bright shirt is looking at the sky ,1,0,13,4,12,0
several people are huddled around a table in an asian country ,people around a table in an asian country ,0,0,36,8,19,1
several people are huddled around a table in an asian country ,people walking down a road ,0,0,7,2,7,0
a male billiards player with a grin on his face and his pool stick in hand overlooking a billiards table with some balls on it ,a woman is watching football ,2,0,4,3,3,0
a male billiards player with a grin on his face and his pool stick in hand overlooking a billiards table with some balls on it ,a guy is playing pool ,2,0,6,4,6,1
a man in a red shirt and black pants is sitting down ,a man running around the lake ,6,0,6,3,5,0
a man in a red shirt and black pants is sitting down ,a person sitting down ,2,0,14,4,12,1
a man sitting on the sidewalk photographed at an angle that makes him look headless ,a woman sitting on the sidewalk photographed at an angle that makes her look headless ,2,0,65,13,28,0
a man sitting on the sidewalk photographed at an angle that makes him look headless ,a person sitting on the sidewalk photographed at an angle that makes him look headless ,2,0,80,14,28,1
a man sits alone in front of a building  hanging his head so low it appears to not exist ,a man sits alone and hanged his head so low ,17,1,17,9,13,1
a man sits alone in front of a building  hanging his head so low it appears to not exist ,a woman sits on her bed  crying ,2,0,9,3,6,0
a young fair skinned boy rides a play horse at a playground ,there is a child playing at a playground ,0,0,17,5,13,1
a young fair skinned boy rides a play horse at a playground ,the boy is dark skinned ,0,0,9,2,10,0
a young fair skinned boy rides a play horse at a playground ,a young boy rides a play horse at the playground,8,0,27,10,20,1
a young fair skinned boy rides a play horse at a playground ,the cow is riding the boy ,0,0,5,1,3,0
a young fair skinned boy rides a play horse at a playground ,the boy is on a bus on the highway ,0,0,5,4,5,0
a young fair skinned boy rides a play horse at a playground ,a boy rides a hrose ,2,0,13,5,9,1
a young fair skinned boy rides a play horse at a playground ,there is a child on a park plaything ,0,0,5,3,3,1
a young fair skinned boy rides a play horse at a playground ,a grown man rides a horse down a beach ,2,0,9,5,11,0
a young fair skinned boy rides a play horse at a playground ,a boy rides a play horse ,2,0,24,7,14,1
a young fair skinned boy rides a play horse at a playground ,there is a young girl riding a horse at a farm ,0,0,12,6,12,0
a man is tying his shoe lace ,a man is not wearing any footwear ,9,0,9,3,6,0
a man is tying his shoe lace ,a man is lacing up his shoes ,9,0,9,4,8,1
two swimmers are fighting for a ball on a water sport ,two people fighting ,4,0,11,2,11,1
two swimmers are fighting for a ball on a water sport ,two people practicing darts ,4,0,4,1,3,0
a swimmer in his suit stretches before a swim competition while holding his goggles ,a swimmer in the middle of a swimming race ,13,1,13,4,10,0
a swimmer in his suit stretches before a swim competition while holding his goggles ,a woman preparing for a swim competition ,2,0,20,4,16,0
a swimmer in his suit stretches before a swim competition while holding his goggles ,a swimmer preparing for a swim competition ,10,1,20,5,22,1
a shirtless man in blue swimsuit bottoms holding swim goggles ,a cat is eating food ,2,0,4,1,1,0
a shirtless man in blue swimsuit bottoms holding swim goggles ,a shirtless man is holding swim goggles ,17,1,23,6,23,1
a male swimmer in a blue bikini holding goggles ,a male is holding goggles ,7,0,17,5,18,1
a male swimmer in a blue bikini holding goggles ,a man is sleeping ,4,0,4,2,2,0
a man in blue speedos is holding black goggles ,the man in blue speedos is at a skating rink ,0,0,24,6,14,0
a man in blue speedos is holding black goggles ,black goggles are being held ,0,0,14,2,12,1
people are seen in the distance in front of a large colorful monument ,people are by the monument,11,1,11,4,17,1
people are seen in the distance in front of a large colorful monument ,the people are in a conference call,0,0,11,6,12,0
a guy wearing a dark blue shirt is playing pool ,a guy is playing pool ,6,0,17,6,14,1
a guy wearing a dark blue shirt is playing pool ,a guy is bowling ,6,0,6,4,6,0
a woman in an orange top is standing next to a large rainbow colored work of art ,a boy is jumping rope ,2,0,4,3,4,0
a woman in an orange top is standing next to a large rainbow colored work of art ,a woman is standing next to a work of art ,9,0,23,10,17,1
two small children playing football in yellow and black and yellow and blue uniforms ,there are two children playing football ,1,0,27,4,23,1
two small children playing football in yellow and black and yellow and blue uniforms ,two small children are playing football in their white and gold uniforms,19,1,21,10,24,0
a man walking up some steep steps carrying a bag ,a man is walking up the steps ,6,0,12,6,15,1
a man walking up some steep steps carrying a bag ,a woman is walking down the steps ,2,0,9,4,13,0
a young child is carrying a paddle ,a child holding a paddle ,2,0,13,4,12,1
a young child is carrying a paddle ,a man launching a boat ,2,0,6,2,2,0
man with camera and bag walking up stairs,a person walking up stairs ,0,0,18,3,15,1
man with camera and bag walking up stairs,a man sitting on the stairs ,0,0,7,2,9,0
a man climbs up a large flight of stone steps ,a man climbs stone steps ,13,1,13,6,16,1
a man climbs up a large flight of stone steps ,a man falls to his death down stone steps ,6,0,13,5,13,0
a young child in a red shirt is holding a wooden paddle behind a net ,the young child is wearing a red shirt and playing a game ,0,0,14,9,15,1
a young child in a red shirt is holding a wooden paddle behind a net ,the young child is about to be confirmed at this church ,0,0,14,3,12,0
a young boy is standing on a sports field holding a piece of sports equipment ,a person is using a piece of equipment ,2,0,15,7,16,1
a young boy is standing on a sports field holding a piece of sports equipment ,a boy is sitting in a coffee shop ,2,0,9,5,6,0
a little boy is standing in a cricket cage holding a cricket bat ,adults are playing soccer ,1,0,4,0,0,0
a little boy is standing in a cricket cage holding a cricket bat ,a child is in the cricket cage ,2,0,14,8,18,1
a kid playing a cricket game  possibly at preschool or at the park,the kid is playing basketball ,0,0,9,3,13,0
a kid playing a cricket game  possibly at preschool or at the park,the kid is playing cricket ,0,0,9,4,17,1
the baby in the crib is crying ,the baby smiling and laughing ,9,0,9,3,10,0
the baby in the crib is crying ,the baby crying in the crib ,9,0,13,6,14,1
two guys riding skateboards with one of them performing a jump trick ,two guys hanging in their room ,9,0,9,2,7,0
two guys riding skateboards with one of them performing a jump trick ,two guys riding their skateboards outside ,16,1,16,4,21,1
a teenage boy doing a skateboard trick while another boy rides on a skateboard in the background ,some boys are riding skateboards,0,0,11,0,0,1
a teenage boy doing a skateboard trick while another boy rides on a skateboard in the background ,the boy is doing tricks on his bmx bike,0,0,7,5,11,0
a skateboarder jumping in the street ,a skateboarded ollied in the street ,13,1,15,4,11,1
a skateboarder jumping in the street ,a person is jumped his snowboard ,2,0,5,1,1,0
a man flips his skateboard on a flat expanse of concrete ,the man is walking ,0,0,5,1,3,0
a man flips his skateboard on a flat expanse of concrete ,a skateboarder doing tricks ,2,0,11,2,2,1
a boy does a trick on a skateboard ,the boy is outdoors ,0,0,5,1,3,1
a boy does a trick on a skateboard ,the boy does a trick on the ocean ,0,0,21,7,12,0
a band is performing on stage at a place of business ,the band is performing on the grass outside ,0,0,23,4,16,0
a band is performing on stage at a place of business ,the band members are performers ,0,0,8,1,4,1
a motorbike rider is barreling across a grass lawn ,the rider is outdoors on a motorbike ,0,0,12,5,16,1
a motorbike rider is barreling across a grass lawn ,the motorbike rider is sitting still on the sidewalk ,0,0,20,3,16,0
kids play in the snow while parents watch,old men rolling around in the snow ,0,0,13,3,9,0
kids play in the snow while parents watch,humans playing in the snow ,0,0,13,3,9,1
three people are standing in the snow preparing an ice fishing boat ,three friends jump off the dock into the water ,6,0,6,2,8,0
three people are standing in the snow preparing an ice fishing boat ,the opening act to a rock concert ,2,0,5,1,3,0
three people are standing in the snow preparing an ice fishing boat ,the people are inside a sauna ,2,0,13,3,12,0
three people are standing in the snow preparing an ice fishing boat ,three people are going ice fishing ,17,1,17,5,18,1
three people are standing in the snow preparing an ice fishing boat ,out in the snow  a small group of fishermen get an ice fishing boat ready for use ,0,0,21,7,15,1
three people are standing in the snow preparing an ice fishing boat ,a group is outside in the snow ,0,0,13,3,9,1
three people are standing in the snow preparing an ice fishing boat ,a group of people are sun tanning on the beach ,0,0,13,3,12,0
three people are standing in the snow preparing an ice fishing boat ,the people are outside ,2,0,13,3,12,1
three people are standing in the snow preparing an ice fishing boat ,two fishermen are sitting in a restaurant eating chicken ,1,0,7,2,5,0
three people are standing in the snow preparing an ice fishing boat ,people preparing to go ice fishing ,0,0,13,4,22,1
a young boy climbs a spiral staircase in a room full of books ,a boy is going downstairs ,2,0,5,4,5,0
a young boy climbs a spiral staircase in a room full of books ,a boy is going upstairs ,2,0,5,4,5,1
young boy climbs spiral staircase surrounded by books ,a boy slides down a spiral staircase,0,0,17,3,18,0
young boy climbs spiral staircase surrounded by books ,a boy walks up stairs,0,0,6,1,3,1
young boy in blue shirt on spiral staircase in a room with many books ,the shirt is red ,0,0,8,1,5,0
young boy in blue shirt on spiral staircase in a room with many books ,there is a boy ,0,0,5,2,4,1
a little boy climbs a spiral staircase in a cluttered library ,a boy is in the library,2,0,8,6,12,1
a little boy climbs a spiral staircase in a cluttered library ,the boy is swinging on a tire,0,0,6,4,5,0
three black people dressed in african garb watching something ,three people are dressed in african garb ,6,0,26,6,20,1
three black people dressed in african garb watching something ,the three people are white ,2,0,8,2,11,0
a small brown and white dog is playing with the sprinkler in the grass ,two dogs are on the grass ,0,0,12,3,11,1
a small brown and white dog is playing with the sprinkler in the grass ,two dogs are sleeping ,0,0,4,0,0,0
the white dog is being squirted in the face with a jet of water ,a dogs butt is being squirted with water ,0,0,19,6,18,0
the white dog is being squirted in the face with a jet of water ,the pet remains dry after being hit from behind with a pail of water ,4,0,10,7,14,0
the white dog is being squirted in the face with a jet of water ,the dog is being squirted,4,0,23,6,16,1
the white dog is being squirted in the face with a jet of water ,he is drinking water ,0,0,7,2,7,0
the white dog is being squirted in the face with a jet of water ,the dog with a light colored coat its muzzle wet with a stream of water ,4,0,10,7,12,1
the white dog is being squirted in the face with a jet of water ,water is shooting in the white dog s face ,0,0,14,8,14,1
the white dog is being squirted in the face with a jet of water ,the dog is white ,4,0,9,5,11,1
the white dog is being squirted in the face with a jet of water ,a jet of water is squirting the dog ,0,0,15,8,11,1
the white dog is being squirted in the face with a jet of water ,the cat sips water in the yard ,4,0,8,4,11,0
the white dog is being squirted in the face with a jet of water ,the dog is inside,4,0,9,4,9,0
a wedding party outside of a building ,nobody is outside,0,0,8,1,7,0
a wedding party outside of a building ,humans outside,0,0,8,1,7,1
an wedding party poses for a picture ,photograph in marriage ceremony,0,0,2,0,0,1
an wedding party poses for a picture ,people gathered in office,0,0,2,0,0,0
a wedding party taking pictures ,someone got married,0,0,2,0,0,1
a wedding party taking pictures ,they are at a funeral,0,0,2,1,1,0
a lady in a gray sweater has a conversation with three other people at the same table ,four people have a conversation at a table together ,0,0,16,7,23,1
a lady in a gray sweater has a conversation with three other people at the same table ,four men hold a conversation together at the same table ,0,0,19,8,21,0
a group of people talking at tables ,the people are having a conversation ,0,0,8,2,7,1
a group of people talking at tables ,the people are sitting silently ,0,0,8,1,6,0
there are tables full of people with paperwork who are discussing things ,a meeting of people is taking place,0,0,11,2,8,1
there are tables full of people with paperwork who are discussing things ,a group of people sit at a picnic table and eat lunch,0,0,11,2,8,0
a bald man is attempting to slam dunk a basketball in a game while people in the stands watch ,a man is playing basketball while people watch ,2,0,14,9,21,1
a bald man is attempting to slam dunk a basketball in a game while people in the stands watch ,a hockey player gets the puck in the net ,2,0,8,6,7,0
a bald man is attempting to slam dunk a basketball in a game while people in the stands watch ,a man is playing basketball while people watch ,2,0,14,9,21,1
a bald man is attempting to slam dunk a basketball in a game while people in the stands watch ,a hockey player gets the puck in the net ,2,0,8,6,7,0
people are in a laundry mat washing clothes ,people are throwing their clothes in the garbage ,11,1,11,4,16,0
people are in a laundry mat washing clothes ,machines are cleaning clothes at the laundromat ,0,0,12,2,10,0
people are in a laundry mat washing clothes ,people are getting their clothes cleaned at the laundromat ,11,1,11,3,16,1
a man reaches toward dunking a basketball while an audience watches ,there is an audience,0,0,12,2,10,1
a man reaches toward dunking a basketball while an audience watches ,there is no audience,0,0,9,1,8,0
two men checking on their drying clothes at the laundromat ,two men are at the supermarket ,8,0,8,4,9,0
two men checking on their drying clothes at the laundromat ,two men dropped off their clothes at a laundromat ,8,0,12,6,22,1
a young man in a white button shirt and black pants assesses a washer in a laundromat ,he is assessing a dryer ,0,0,8,4,3,0
a young man in a white button shirt and black pants assesses a washer in a laundromat ,the man is going to do laundry ,0,0,7,1,3,1
two patrons are washing clothes at the laundromat ,two women are driving to the store ,4,0,5,3,9,0
two patrons are washing clothes at the laundromat ,two customers are doing laundry ,4,0,7,2,6,1
a young man looks inside a washer at a laundromat ,a man hangs his clothes on a clothesline ,2,0,5,4,5,0
a young man looks inside a washer at a laundromat ,a man examining the inside of a washing machine ,2,0,8,5,10,1
a man stands atop a rocky cliff over the water ,a man is on top of a cliff ,6,0,7,4,9,1
a man stands atop a rocky cliff over the water ,a man is standing on top of a building skyscraper ,6,0,6,3,5,0
two young girls pick daffodils ,two children plant flowers in a garden ,4,0,4,1,3,0
two young girls pick daffodils ,two girls pick flowers outside ,4,0,12,3,12,1
a man is standing on top of rocks overlooking the ocean ,man looking at water,0,0,8,1,3,1
a man is standing on top of rocks overlooking the ocean ,man swimming to shore,0,0,5,1,3,0
a man sands with his arms out on a rocky ledge in front of the ocean ,a woman looks out over the ocean from a spot on the sandy beach ,2,0,11,6,11,0
a man sands with his arms out on a rocky ledge in front of the ocean ,a man stands on a stony cliff overlooking the ocaen  arms outstretched ,7,0,9,6,10,1
a man sands with his arms out on a rocky ledge in front of the ocean ,a man climbed to the top of a rocky cliff by the sea ,6,0,9,6,11,1
man standing on the edge of rocks near an ocean ,person standing on the edge of rocks near an ocean ,0,0,46,9,18,1
man standing on the edge of rocks near an ocean ,woman standing on the edge of rocks near an ocean ,0,0,48,9,18,0
man standing on top of jagged rocks near the ocean ,a man sleeping on his bunk bed ,0,0,7,2,5,0
man standing on top of jagged rocks near the ocean ,a man standing outside ,0,0,14,2,11,1
a woman with a red cap is fishing in the river ,there is a woman in a black cap ,0,0,8,6,10,0
a woman with a red cap is fishing in the river ,there is a woman in a red cap ,0,0,11,7,11,1
a red haired woman looks off camera ,a redhead looks away from the camera,5,0,7,3,12,1
a red haired woman looks off camera ,a blonde looks away from the camera,2,0,7,3,12,0
a girl with a red cap  hair tied up and a gray shirt is fishing in a calm lake ,a boy is swimming in a lake ,2,0,9,7,8,0
a girl with a red cap  hair tied up and a gray shirt is fishing in a calm lake ,a girl is fishing ,7,0,12,7,13,1
a lady wearing a red hat is fishing in a quiet and peaceful lake ,children are splashing in a lake ,0,0,11,5,7,0
a lady wearing a red hat is fishing in a quiet and peaceful lake ,a woman is fishing in a lake ,2,0,17,7,13,1
the redheaded woman is staring off into the distance ,the woman is brunette,4,0,10,4,11,0
the redheaded woman is staring off into the distance ,a woman has red hair,0,0,7,1,5,1
a curly redheaded girl with a large headband in her hair ,blonde washing her hair,0,0,9,2,7,0
a curly redheaded girl with a large headband in her hair ,redhead wearing a headband,0,0,9,3,10,1
a red haired woman looks past the cameraman ,a woman with red hair looks past the cameraman ,2,0,26,7,19,1
a red haired woman looks past the cameraman ,a cameraman looks at a man ,2,0,11,3,15,0
a girl with a long  curly  red hair and green eyes ,a guy,3,0,3,2,2,0
a girl with a long  curly  red hair and green eyes ,a person with hair and eyes,2,0,10,6,12,1
a group of campers grill food over a burn barrel ,people are cooking outdoors ,0,0,3,0,0,1
a group of campers grill food over a burn barrel ,the campers are going for a swim ,0,0,9,3,9,0
campers use coal and a lighter to cook their dinner over a fire ,there is a group of people camping and cooking dinner ,0,0,8,4,10,1
campers use coal and a lighter to cook their dinner over a fire ,there is a bear that started a fire in the woods ,0,0,8,3,6,0
a group of friends cook around a fire ,a group of people cook at a fire ,11,1,11,6,13,1
a group of friends cook around a fire ,a group of people eating food ,11,1,11,4,8,0
  people standing next to a fire cooking a meal,the four people are sleeping in bed ,0,0,8,1,6,0
  people standing next to a fire cooking a meal,the group is waiting for the food to be done ,0,0,4,1,2,1
people cooking at a campsite ,people are eating at applebee s,7,0,8,2,8,0
people cooking at a campsite ,friends are out camping,0,0,5,0,0,1
a large dog holding a smaller dog ,two animals next to each other ,0,0,3,0,0,1
a large dog holding a smaller dog ,  cats are sleeping,0,0,3,0,0,0
a woman walks in front of a wall plastered with advertisements ,a woman walks in front a wall covered in papers ,23,1,23,7,15,1
a woman walks in front of a wall plastered with advertisements ,a woman stands in front of a wall covered in pictures ,8,0,21,7,14,0
a small black and brown dog on a leash is jumping on a bigger tri colored dog on a leash ,some dogs are sleeping at the foot of the bed ,0,0,5,0,0,0
a small black and brown dog on a leash is jumping on a bigger tri colored dog on a leash ,a small dog is jumping ,8,0,12,9,15,1
a dog is nipping at the ear of another dog on a leash  in a park ,a dog is being bitten,9,0,9,6,8,1
a dog is nipping at the ear of another dog on a leash  in a park ,the dogs are in a pet store ,0,0,7,5,6,0
a small dog jumps up to play with a larger dog ,there are no dogs playing ,0,0,5,0,0,0
a small dog jumps up to play with a larger dog ,a small dog is jumping and playing with a larger dog ,12,1,19,7,15,1
a dog holds a smaller animal in its mouth ,a dog has a ball in its mouth ,7,0,15,6,11,0
a dog holds a smaller animal in its mouth ,a dog has another animal in it s mouth ,7,0,15,6,14,1
fluffy white dog running on pebbles along the shore ,the dog is riding in the bed of a truck ,0,0,6,2,6,0
fluffy white dog running on pebbles along the shore ,a canine is alongside a body of water ,0,0,7,0,0,1
someone is riding a bright green dirt bike through the grass ,a bike rider rides through the outdoors,0,0,13,4,14,1
someone is riding a bright green dirt bike through the grass ,someone in an suv rides through the street,9,0,13,3,17,0
shadowy figures on a balcony talking ,the balcony is empty ,0,0,9,1,7,0
shadowy figures on a balcony talking ,people are talking on the balcony ,0,0,9,3,16,1
a young girl is throwing a hula hoop in a backyard on a sunny day ,a young girl plays outside ,13,1,13,6,10,1
a young girl is throwing a hula hoop in a backyard on a sunny day ,a boy plays inside ,2,0,3,4,3,0
woman in blue shirt standing on a dried lake bed ,woman in blue shirt standing on a boat in a lake ,34,1,34,8,18,0
woman in blue shirt standing on a dried lake bed ,woman standing outdoors ,6,0,11,2,13,1
a man and woman in a parking lot at night ,a man and a woman are walking in the park ,10,1,10,6,11,0
a man and woman in a parking lot at night ,a man and a woman are heading to their cars ,10,1,10,5,11,1
a blond woman sitting on a curb at night while a man with a black shirt stands over her and checks his phone ,two people stand near a street at midday ,0,0,6,5,4,0
a blond woman sitting on a curb at night while a man with a black shirt stands over her and checks his phone ,a man looks at his phone while standing over a blonde woman on a curb ,2,0,11,13,15,1
there is a man asleep  at the door of a barber shop ,there is a man asleep in the ocean ,22,1,22,7,14,0
there is a man asleep  at the door of a barber shop ,there is a man asleep in a doorway ,22,1,22,6,14,1
the woman is fixing her shoes while the man looks at his cellphone ,a woman is walking barefoot,0,0,10,2,7,0
the woman is fixing her shoes while the man looks at his cellphone ,a woman stops to tie her show and her husband is checking his phone ,0,0,8,4,11,1
a man in dark clothing photographs a model sitting in a shopping mall parking lot ,a woman photographs a man in a parking lot ,2,0,16,9,21,0
a man in dark clothing photographs a model sitting in a shopping mall parking lot ,a man takes pictures of a model in a parking lot ,6,0,13,9,15,1
a baby laughs at his reflection in a mirror ,there is an infant in this picture,0,0,4,1,2,1
a baby laughs at his reflection in a mirror ,the baby is at a comedy show,0,0,6,4,7,0
a barefoot woman reads a book along the water ,a woman just finished lacing up her shoes ,2,0,7,3,7,0
a barefoot woman reads a book along the water ,a woman isn t wearing any shoes ,2,0,7,3,7,1
two boys wearing sports uniforms stand in a grassy field ,the boys are inside the house ,1,0,6,1,4,0
two boys wearing sports uniforms stand in a grassy field ,the two boys are outside ,1,0,9,2,7,1
the shadows of what appears to be two men grabbing another man from atop a large building,there are shadows of people ,3,0,13,2,9,1
the shadows of what appears to be two men grabbing another man from atop a large building,a man gives a speech at a school ,0,0,5,2,4,0
a woman wearing a hat with making bread ,a woman is trying on hats ,8,0,8,3,7,0
a woman wearing a hat with making bread ,a woman is making bread ,8,0,14,5,16,1
cheerleaders build a pyramid near the goal line ,a group of cheerleaders are on a field together ,0,0,13,2,13,1
cheerleaders build a pyramid near the goal line ,cheerleaders sit on the sidelines as their team loses ,13,1,13,2,15,0
cheerleaders have made three people pyramids ,football players have made three people pyramids ,0,0,36,5,19,0
cheerleaders have made three people pyramids ,cheerleaders have made people pyramids ,23,1,23,5,26,1
a skateboarder without a shirt grabs his board in the air ,the skateboarder is wearing a shirt ,0,0,14,5,20,0
a skateboarder without a shirt grabs his board in the air ,a skateboarder is shirtless ,15,1,15,3,14,1
a group of cheerleaders if red outfits ,the cheerleaders are all wearing the mascot suit ,0,0,14,1,12,0
a group of cheerleaders if red outfits ,the cheeleaders are wearing their red school colors ,0,0,8,1,3,1
a child in front of his own reflection turning towards the camera and smiling ,an angry child rides a horse,1,0,7,2,6,0
a child in front of his own reflection turning towards the camera and smiling ,a child smiles for the camera,8,0,11,4,14,1
small blond child with a bright red shirt smiles while sitting inside a lexmark box ,small blond man with a bright red shirt smiles while sitting inside a lexmark box ,12,1,67,14,20,0
small blond child with a bright red shirt smiles while sitting inside a lexmark box ,small child with a bright red shirt smiles while sitting inside a lexmark box ,6,0,73,14,20,1
